Timestamp,Temperature,Humidity
2025-03-23 17:46:39,30.9,70.0
2025-03-23 17:46:41,30.9,70.0
2025-03-23 17:46:43,30.8,70.0
2025-03-23 17:46:45,30.7,70.0
2025-03-23 17:46:47,30.7,70.0
2025-03-23 17:46:49,30.6,70.0
2025-03-23 17:46:51,30.6,69.0
2025-03-23 17:46:53,30.6,69.0
2025-03-23 17:46:55,30.6,68.0
2025-03-23 17:46:57,30.5,68.0
2025-03-23 17:46:59,30.5,67.0
2025-03-23 17:47:01,30.5,67.0
2025-03-23 17:47:03,30.4,66.0
2025-03-23 17:47:05,30.4,65.0
2025-03-23 17:47:07,30.4,65.0
2025-03-23 17:47:09,30.4,64.0
2025-03-23 17:47:11,30.4,64.0
2025-03-23 17:47:13,30.4,64.0
2025-03-23 17:47:15,30.4,64.0
2025-03-23 17:47:17,30.3,63.0
2025-03-23 17:47:19,30.3,63.0
2025-03-23 17:47:21,30.3,63.0
2025-03-23 17:47:23,30.3,63.0
2025-03-23 17:47:25,30.3,63.0
2025-03-23 17:47:27,30.3,63.0
2025-03-23 17:47:29,30.2,63.0
2025-03-23 17:47:31,30.2,62.0
2025-03-23 17:47:33,30.2,62.0
2025-03-23 17:47:35,30.2,63.0
2025-03-23 17:47:37,30.2,62.0
2025-03-23 17:47:39,30.2,62.0
2025-03-23 17:47:42,30.2,62.0
2025-03-23 17:47:44,30.2,62.0
2025-03-23 17:47:46,30.2,62.0
2025-03-23 17:47:48,30.2,63.0
2025-03-23 17:47:50,30.2,62.0
2025-03-23 17:47:52,30.1,64.0
2025-03-23 17:47:54,30.1,68.0
2025-03-23 17:47:56,30.1,70.0
2025-03-23 17:47:58,30.2,74.0
2025-03-23 17:48:00,30.2,73.0
2025-03-23 17:48:02,30.2,70.0
2025-03-23 17:48:06,30.4,70.0
2025-03-23 17:48:08,30.2,71.0
2025-03-23 17:48:10,30.2,70.0
2025-03-23 17:48:12,30.2,69.0
2025-03-23 17:48:14,30.2,69.0
2025-03-23 17:48:16,30.1,75.0
2025-03-23 17:48:18,30.1,80.0
2025-03-23 17:48:20,30.4,87.0
2025-03-23 17:48:22,31.1,95.0
2025-03-23 17:48:24,32.1,95.0
2025-03-23 17:48:26,32.5,95.0
2025-03-23 17:48:28,32.6,95.0
2025-03-23 17:48:30,32.6,95.0
2025-03-23 17:48:32,32.4,95.0
2025-03-23 17:48:34,32.2,95.0
2025-03-23 17:48:36,32.1,95.0
2025-03-23 17:48:38,31.8,95.0
2025-03-23 17:48:40,31.7,95.0
2025-03-23 17:48:42,31.5,95.0
2025-03-23 17:48:44,31.4,95.0
2025-03-23 17:48:46,31.1,95.0
2025-03-23 17:48:48,31.0,95.0
2025-03-23 17:48:50,30.9,95.0
2025-03-23 17:48:52,30.8,95.0
2025-03-23 17:48:55,30.6,95.0
2025-03-23 17:48:57,30.6,95.0
2025-03-23 17:48:59,30.5,93.0
2025-03-23 17:49:01,30.5,88.0
2025-03-23 17:49:03,30.5,84.0
2025-03-23 17:49:05,30.4,80.0
2025-03-23 17:49:07,30.4,77.0
2025-03-23 17:49:09,30.4,75.0
2025-03-23 17:49:11,30.3,73.0
2025-03-23 17:49:13,30.3,71.0
2025-03-23 17:49:15,30.3,70.0
2025-03-23 17:49:17,30.2,69.0
2025-03-23 17:49:19,30.2,68.0
2025-03-23 17:49:21,30.2,67.0
2025-03-23 17:49:23,30.2,66.0
2025-03-23 17:49:25,30.2,66.0
2025-03-23 17:49:27,30.1,65.0
2025-03-23 17:49:29,30.1,65.0
2025-03-23 17:49:31,30.1,65.0
2025-03-23 17:49:33,30.1,64.0
2025-03-23 17:49:35,30.1,64.0
2025-03-23 17:49:37,30.0,64.0
2025-03-23 17:49:39,30.0,64.0
2025-03-23 17:49:41,29.9,64.0
2025-03-23 17:49:43,29.9,64.0
2025-03-23 17:49:45,29.9,64.0
2025-03-23 17:49:47,29.9,64.0
2025-03-23 17:49:49,29.8,64.0
2025-03-23 17:49:51,29.8,64.0
2025-03-23 17:49:53,29.8,64.0
2025-03-23 17:49:55,29.8,64.0
2025-03-23 17:49:57,29.8,64.0
2025-03-23 17:49:59,29.7,64.0
2025-03-23 17:50:01,29.7,64.0
2025-03-23 17:50:03,29.6,64.0
2025-03-23 17:50:05,29.6,64.0
2025-03-23 17:50:07,29.6,64.0
2025-03-23 17:50:09,29.6,64.0
2025-03-23 17:50:11,29.6,64.0
2025-03-23 17:50:14,29.6,64.0
2025-03-23 17:50:16,29.6,64.0
2025-03-23 17:50:18,29.5,64.0
2025-03-23 17:50:20,29.5,65.0
2025-03-23 17:50:22,29.5,65.0
2025-03-23 17:50:24,29.4,65.0
2025-03-23 17:50:26,29.4,65.0
2025-03-23 17:50:28,29.4,65.0
2025-03-23 17:50:30,29.4,65.0
2025-03-23 17:50:32,29.4,65.0
2025-03-23 17:50:34,29.4,65.0
2025-03-23 17:50:36,29.4,65.0
2025-03-23 17:50:38,29.4,65.0
2025-03-23 17:50:40,29.4,65.0
2025-03-23 17:50:42,29.4,65.0
2025-03-23 17:50:44,29.3,65.0
2025-03-23 17:50:46,29.4,65.0
2025-03-23 17:50:48,29.3,65.0
2025-03-23 17:50:50,29.2,65.0
2025-03-23 17:50:52,29.3,65.0
2025-03-23 17:50:54,29.2,65.0
2025-03-23 17:50:56,29.2,65.0
2025-03-23 17:50:58,29.2,65.0
2025-03-23 17:51:00,29.2,65.0
2025-03-23 17:51:02,29.1,65.0
2025-03-23 17:51:04,29.2,65.0
2025-03-23 17:51:06,29.2,65.0
2025-03-23 17:51:08,29.1,65.0
2025-03-23 17:51:10,29.1,65.0
2025-03-23 17:51:12,29.1,66.0
2025-03-23 17:51:14,29.1,65.0
2025-03-23 17:51:16,29.1,66.0
2025-03-23 17:51:18,29.1,66.0
2025-03-23 17:51:20,29.1,66.0
2025-03-23 17:51:22,29.1,66.0
2025-03-23 17:51:24,29.1,66.0
2025-03-23 17:51:26,29.1,66.0
2025-03-23 17:51:28,29.1,66.0
2025-03-23 17:51:31,29.1,66.0
2025-03-23 17:51:33,29.1,66.0
2025-03-23 17:51:35,29.0,66.0
2025-03-23 17:56:06,29.0,66.0
2025-03-23 17:56:06,29.0,66.0
2025-03-23 17:56:06,29.0,66.0
2025-03-23 17:56:06,29.0,66.0
2025-03-23 17:56:06,29.0,66.0
2025-03-23 17:56:06,29.0,66.0
2025-03-23 17:56:06,29.0,66.0
2025-03-23 17:56:06,29.0,66.0
2025-03-23 17:56:06,29.0,66.0
2025-03-23 17:56:06,28.9,65.0
2025-03-23 17:56:06,28.9,65.0
2025-03-23 17:56:06,28.9,65.0
2025-03-23 17:56:06,28.9,65.0
2025-03-23 17:56:06,28.9,65.0
2025-03-23 17:56:06,28.9,65.0
2025-03-23 17:56:06,28.9,66.0
2025-03-23 17:56:06,28.9,66.0
2025-03-23 17:56:06,28.9,66.0
2025-03-23 17:56:06,28.9,66.0
2025-03-23 17:56:06,28.9,66.0
2025-03-23 17:56:06,28.9,66.0
2025-03-23 17:56:06,28.8,66.0
2025-03-23 17:56:06,28.8,66.0
2025-03-23 17:56:06,28.8,66.0
2025-03-23 17:56:06,28.8,66.0
2025-03-23 17:56:06,28.8,66.0
2025-03-23 17:56:06,28.8,66.0
2025-03-23 17:56:06,28.8,66.0
2025-03-23 17:56:06,28.8,66.0
2025-03-23 17:56:06,28.8,66.0
2025-03-23 17:56:06,28.8,66.0
2025-03-23 17:56:06,28.8,66.0
2025-03-23 17:56:06,28.8,66.0
2025-03-23 17:56:06,28.8,66.0
2025-03-23 17:56:06,28.8,66.0
2025-03-23 17:56:06,28.7,66.0
2025-03-23 17:56:06,28.7,66.0
2025-03-23 17:56:06,28.7,66.0
2025-03-23 17:56:06,28.7,66.0
2025-03-23 17:56:06,28.7,66.0
2025-03-23 17:56:06,28.7,66.0
2025-03-23 17:56:06,28.7,66.0
2025-03-23 17:56:06,28.7,66.0
2025-03-23 17:56:06,28.7,66.0
2025-03-23 17:56:06,28.7,66.0
2025-03-23 17:56:06,28.7,66.0
2025-03-23 17:56:06,28.7,66.0
2025-03-23 17:56:06,28.7,67.0
2025-03-23 17:56:06,28.7,67.0
2025-03-23 17:56:06,28.7,67.0
2025-03-23 17:56:06,28.6,67.0
2025-03-23 17:56:06,28.6,67.0
2025-03-23 17:56:06,28.6,67.0
2025-03-23 17:56:06,28.6,67.0
2025-03-23 17:56:06,28.6,67.0
2025-03-23 17:56:06,28.6,67.0
2025-03-23 17:56:06,28.6,67.0
2025-03-23 17:56:06,28.6,67.0
2025-03-23 17:56:06,28.6,67.0
2025-03-23 17:56:06,28.6,67.0
2025-03-23 17:56:06,28.6,67.0
2025-03-23 17:56:06,28.6,67.0
2025-03-23 17:56:06,28.6,67.0
2025-03-23 17:56:06,28.6,67.0
2025-03-23 17:56:06,28.6,67.0
2025-03-23 17:56:06,28.6,67.0
2025-03-23 17:56:06,28.6,67.0
2025-03-23 17:56:06,28.5,67.0
2025-03-23 17:56:06,28.6,67.0
2025-03-23 17:56:06,28.6,67.0
2025-03-23 17:56:06,28.5,67.0
2025-03-23 17:56:06,28.5,67.0
2025-03-23 17:56:06,28.5,67.0
2025-03-23 17:56:06,28.5,67.0
2025-03-23 17:56:06,28.5,67.0
2025-03-23 17:56:06,28.5,67.0
2025-03-23 17:56:06,28.5,67.0
2025-03-23 17:56:06,28.5,67.0
2025-03-23 17:56:06,28.5,67.0
2025-03-23 17:56:06,28.5,67.0
2025-03-23 17:56:06,28.5,67.0
2025-03-23 17:56:06,28.5,67.0
2025-03-23 17:56:06,28.5,67.0
2025-03-23 17:56:06,28.5,67.0
2025-03-23 17:56:06,28.5,67.0
2025-03-23 17:56:06,28.5,67.0
2025-03-23 17:56:06,28.5,67.0
2025-03-23 17:56:06,28.5,67.0
2025-03-23 17:56:06,28.5,67.0
2025-03-23 17:56:06,28.5,67.0
2025-03-23 17:56:06,28.5,67.0
2025-03-23 17:56:06,28.5,67.0
2025-03-23 17:56:06,28.5,67.0
2025-03-23 17:56:06,28.5,67.0
2025-03-23 17:56:06,28.5,67.0
2025-03-23 17:56:06,28.5,67.0
2025-03-23 17:56:06,28.5,67.0
2025-03-23 17:56:06,28.5,67.0
2025-03-23 17:56:06,28.5,67.0
2025-03-23 17:56:06,28.5,67.0
2025-03-23 17:56:06,28.5,67.0
2025-03-23 17:56:06,28.5,67.0
2025-03-23 17:56:06,28.5,67.0
2025-03-23 17:56:06,28.5,68.0
2025-03-23 17:56:06,28.5,67.0
2025-03-23 17:56:06,28.5,68.0
2025-03-23 17:56:06,28.5,67.0
2025-03-23 17:56:06,28.5,67.0
2025-03-23 17:56:06,28.5,67.0
2025-03-23 17:56:06,28.5,67.0
2025-03-23 17:56:06,28.5,68.0
2025-03-23 17:56:06,28.4,67.0
2025-03-23 17:56:06,28.4,68.0
2025-03-23 17:56:06,28.4,68.0
2025-03-23 17:56:06,28.4,68.0
2025-03-23 17:56:06,28.4,68.0
2025-03-23 17:56:06,28.4,68.0
2025-03-23 17:56:06,28.4,68.0
2025-03-23 17:56:06,28.4,68.0
2025-03-23 17:56:06,28.4,68.0
2025-03-23 17:56:06,28.4,68.0
2025-03-23 17:56:06,28.4,68.0
2025-03-23 17:56:06,28.4,68.0
2025-03-23 17:56:06,28.4,68.0
2025-03-23 17:56:06,28.4,68.0
2025-03-23 17:56:06,28.4,68.0
2025-03-23 17:56:06,28.4,68.0
2025-03-23 17:56:06,28.4,68.0
2025-03-23 17:56:06,28.4,68.0
2025-03-23 17:56:06,28.4,68.0
2025-03-23 17:56:06,28.4,68.0
2025-03-23 17:56:06,28.4,68.0
2025-03-23 17:56:06,28.4,68.0
2025-03-23 17:56:06,28.4,68.0
2025-03-23 17:56:08,28.4,69.0
2025-03-23 17:56:10,28.4,69.0
2025-03-23 17:56:12,28.4,68.0
2025-03-23 17:56:14,28.4,68.0
2025-03-23 17:56:16,28.4,68.0
2025-03-23 17:56:18,28.3,68.0
2025-03-23 17:56:20,28.3,68.0
2025-03-23 17:56:22,28.4,68.0
2025-03-23 17:56:24,28.3,68.0
2025-03-23 17:56:26,28.4,68.0
2025-03-23 17:56:28,28.3,69.0
2025-03-23 17:56:53,28.5,68.0
2025-03-23 17:56:55,28.4,70.0
2025-03-23 17:56:57,28.4,69.0
2025-03-23 17:56:59,28.4,69.0
2025-03-23 17:57:01,28.4,69.0
2025-03-23 17:57:04,28.5,69.0
2025-03-23 17:57:06,28.5,69.0
2025-03-23 17:57:08,28.5,69.0
2025-03-23 17:57:10,28.5,68.0
2025-03-23 17:57:12,28.5,68.0
2025-03-23 17:57:14,28.5,68.0
2025-03-23 17:57:16,28.5,68.0
2025-03-23 17:57:18,28.6,68.0
2025-03-23 17:57:20,28.6,68.0
2025-03-23 17:57:22,28.6,68.0
2025-03-23 17:57:24,28.6,67.0
2025-03-23 17:57:26,28.7,68.0
2025-03-23 17:57:28,28.7,67.0
2025-03-23 17:57:30,28.7,67.0
2025-03-23 17:57:32,28.7,67.0
2025-03-23 17:57:34,28.8,67.0
2025-03-23 17:57:36,28.8,67.0
2025-03-23 17:57:38,28.8,67.0
2025-03-23 17:57:40,28.9,67.0
2025-03-23 17:57:42,28.9,66.0
2025-03-23 17:57:44,28.9,66.0
2025-03-23 17:57:46,29.0,67.0
2025-03-23 17:57:48,29.0,67.0
2025-03-23 17:57:50,29.0,67.0
2025-03-23 17:57:52,29.0,67.0
2025-03-23 17:57:54,29.0,67.0
2025-03-23 17:57:56,29.0,67.0
2025-03-23 17:57:58,29.1,67.0
2025-03-23 17:58:00,29.0,67.0
2025-03-23 17:58:02,29.1,66.0
2025-03-23 17:58:04,29.1,66.0
2025-03-23 17:58:06,29.1,66.0
2025-03-23 17:58:08,29.1,66.0
2025-03-23 17:58:10,29.2,66.0
2025-03-23 17:58:12,29.2,65.0
2025-03-23 17:58:14,29.2,65.0
2025-03-23 17:58:16,29.2,65.0
2025-03-23 17:58:18,29.2,65.0
2025-03-23 17:58:21,29.3,65.0
2025-03-23 17:58:23,29.3,65.0
2025-03-23 17:58:25,29.3,65.0
2025-03-23 17:58:27,29.3,65.0
2025-03-23 17:58:29,29.4,65.0
2025-03-23 17:58:31,29.4,65.0
2025-03-23 17:58:33,29.4,65.0
2025-03-23 17:58:35,29.4,64.0
2025-03-23 17:58:37,29.4,64.0
2025-03-23 17:58:39,29.4,64.0
2025-03-23 17:58:41,29.4,64.0
2025-03-23 17:58:43,29.5,64.0
2025-03-23 17:58:45,29.5,64.0
2025-03-23 17:58:47,29.5,64.0
2025-03-23 17:58:49,29.5,64.0
2025-03-23 17:58:51,29.6,64.0
2025-03-23 17:58:53,29.6,64.0
2025-03-23 17:58:55,29.6,64.0
2025-03-23 17:58:57,29.6,63.0
2025-03-23 17:58:59,29.6,63.0
2025-03-23 17:59:01,29.6,63.0
2025-03-23 17:59:03,29.6,63.0
2025-03-23 17:59:05,29.7,63.0
2025-03-23 17:59:07,29.7,63.0
2025-03-23 17:59:09,29.7,63.0
2025-03-23 17:59:11,29.7,63.0
2025-03-23 17:59:13,29.7,63.0
2025-03-23 17:59:15,29.7,63.0
2025-03-23 17:59:17,29.8,63.0
2025-03-23 17:59:19,29.8,63.0
2025-03-23 17:59:21,29.8,63.0
2025-03-23 17:59:23,29.8,63.0
2025-03-23 17:59:25,29.8,63.0
2025-03-23 17:59:27,29.8,63.0
2025-03-23 17:59:29,29.8,62.0
2025-03-23 17:59:31,29.8,62.0
2025-03-23 17:59:33,29.8,62.0
2025-03-23 17:59:36,29.9,62.0
2025-03-23 17:59:38,29.8,62.0
2025-03-23 17:59:40,29.9,62.0
2025-03-23 17:59:42,29.9,62.0
2025-03-23 17:59:44,29.9,62.0
2025-03-23 17:59:46,29.9,62.0
2025-03-23 17:59:48,29.9,62.0
2025-03-23 17:59:50,29.9,62.0
2025-03-23 17:59:52,29.9,62.0
2025-03-23 17:59:54,29.9,62.0
2025-03-23 17:59:56,29.9,62.0
2025-03-23 17:59:58,29.9,62.0
2025-03-23 18:00:00,30.0,62.0
2025-03-23 18:00:02,30.0,62.0
2025-03-23 18:00:04,30.0,62.0
2025-03-23 18:00:06,30.0,62.0
2025-03-23 18:00:08,30.0,62.0
2025-03-23 18:00:10,30.0,62.0
2025-03-23 18:00:12,30.0,62.0
2025-03-23 18:00:14,30.0,62.0
2025-03-23 18:00:16,30.1,62.0
2025-03-23 18:00:18,30.1,62.0
2025-03-23 18:00:20,30.1,61.0
2025-03-23 18:00:22,30.1,61.0
2025-03-23 18:00:24,30.1,61.0
2025-03-23 18:00:26,30.1,61.0
2025-03-23 18:00:28,30.1,61.0
2025-03-23 18:00:30,30.1,61.0
2025-03-23 18:00:32,30.1,61.0
2025-03-23 18:00:34,30.1,61.0
2025-03-23 18:00:36,30.1,61.0
2025-03-23 18:00:38,30.1,61.0
2025-03-23 18:00:40,30.1,61.0
2025-03-23 18:00:42,30.1,61.0
2025-03-23 18:00:44,30.1,61.0
2025-03-23 18:00:46,30.1,61.0
2025-03-23 18:00:48,30.1,61.0
2025-03-23 18:00:50,30.1,61.0
2025-03-23 18:00:52,30.1,61.0
2025-03-23 18:00:55,30.1,61.0
2025-03-23 18:00:57,30.1,61.0
2025-03-23 18:00:59,30.2,61.0
2025-03-23 18:01:01,30.2,61.0
2025-03-23 18:01:03,30.2,62.0
2025-03-23 18:01:05,30.3,63.0
2025-03-23 18:01:07,30.4,63.0
2025-03-23 18:01:09,30.5,63.0
2025-03-23 18:01:11,30.6,62.0
2025-03-23 18:01:13,30.9,61.0
2025-03-23 18:01:15,31.1,62.0
2025-03-23 18:01:17,31.4,60.0
2025-03-23 18:01:19,31.8,59.0
2025-03-23 18:01:21,32.1,58.0
2025-03-23 18:01:23,32.6,57.0
2025-03-23 18:01:25,33.0,56.0
2025-03-23 18:01:27,33.4,55.0
2025-03-23 18:01:29,33.8,53.0
2025-03-23 18:01:31,34.2,52.0
2025-03-23 18:01:33,34.7,51.0
2025-03-23 18:01:35,35.3,49.0
2025-03-23 18:01:37,35.6,48.0
2025-03-23 18:01:39,36.1,47.0
2025-03-23 18:01:41,36.6,46.0
2025-03-23 18:01:43,37.2,45.0
2025-03-23 18:01:45,37.5,44.0
2025-03-23 18:01:47,37.9,42.0
2025-03-23 18:01:49,38.3,42.0
2025-03-23 18:01:51,38.7,41.0
2025-03-23 18:01:53,39.0,41.0
2025-03-23 18:01:55,39.4,40.0
2025-03-23 18:01:57,39.7,39.0
2025-03-23 18:01:59,40.2,39.0
2025-03-23 18:02:01,40.6,38.0
2025-03-23 18:02:03,40.9,37.0
2025-03-23 18:02:05,41.3,37.0
2025-03-23 18:02:07,41.5,38.0
2025-03-23 18:02:09,41.9,37.0
2025-03-23 18:02:11,42.1,37.0
2025-03-23 18:02:14,42.5,36.0
2025-03-23 18:02:16,42.7,36.0
2025-03-23 18:02:18,43.0,36.0
2025-03-23 18:02:20,43.3,35.0
2025-03-23 18:02:22,43.4,35.0
2025-03-23 18:02:24,43.6,35.0
2025-03-23 18:02:26,43.8,34.0
2025-03-23 18:02:28,44.0,34.0
2025-03-23 18:02:30,44.2,34.0
2025-03-23 18:02:32,44.4,34.0
2025-03-23 18:02:34,44.5,33.0
2025-03-23 18:02:36,44.6,33.0
2025-03-23 18:02:38,44.7,33.0
2025-03-23 18:02:40,44.9,32.0
2025-03-23 18:02:42,45.0,32.0
2025-03-23 18:02:44,45.1,32.0
2025-03-23 18:02:46,45.2,32.0
2025-03-23 18:02:48,45.2,31.0
2025-03-23 18:02:50,45.4,31.0
2025-03-23 18:02:52,45.4,31.0
2025-03-23 18:02:54,45.4,31.0
2025-03-23 18:02:56,45.5,31.0
2025-03-23 18:02:58,45.4,31.0
2025-03-23 18:03:00,45.4,31.0
2025-03-23 18:03:02,45.4,31.0
2025-03-23 18:03:04,45.4,31.0
2025-03-23 18:03:06,45.4,31.0
2025-03-23 18:03:08,45.4,31.0
2025-03-23 18:03:10,45.5,31.0
2025-03-23 18:03:12,45.4,31.0
2025-03-23 18:03:14,45.4,31.0
2025-03-23 18:03:16,45.4,31.0
2025-03-23 18:03:18,45.4,31.0
2025-03-23 18:03:20,45.1,31.0
2025-03-23 18:03:22,45.2,31.0
2025-03-23 18:03:24,45.2,31.0
2025-03-23 18:03:26,45.1,31.0
2025-03-23 18:03:28,45.1,31.0
2025-03-23 18:03:30,45.0,31.0
2025-03-23 18:03:33,45.0,31.0
2025-03-23 18:03:35,44.9,31.0
2025-03-23 18:03:37,44.9,31.0
2025-03-23 18:03:39,44.7,31.0
2025-03-23 18:03:41,44.7,31.0
2025-03-23 18:03:43,44.7,32.0
2025-03-23 18:03:45,44.6,32.0
2025-03-23 18:03:47,44.6,32.0
2025-03-23 18:03:49,44.6,32.0
2025-03-23 18:03:51,44.5,32.0
2025-03-23 18:03:53,44.5,32.0
2025-03-23 18:03:55,44.4,32.0
2025-03-23 18:03:57,44.4,32.0
2025-03-23 18:03:59,44.2,32.0
2025-03-23 18:04:01,44.2,32.0
2025-03-23 18:04:03,44.2,33.0
2025-03-23 18:04:05,44.1,33.0
2025-03-23 18:04:07,44.1,33.0
2025-03-23 18:04:09,44.0,33.0
2025-03-23 18:04:11,44.0,33.0
2025-03-23 18:04:13,43.9,32.0
2025-03-23 18:04:15,43.9,32.0
2025-03-23 18:04:17,43.8,32.0
2025-03-23 18:04:19,43.8,32.0
2025-03-23 18:04:21,43.8,33.0
2025-03-23 18:04:23,43.7,33.0
2025-03-23 18:04:25,43.7,33.0
2025-03-23 18:04:27,43.6,33.0
2025-03-23 18:04:29,43.6,33.0
2025-03-23 18:04:31,43.6,33.0
2025-03-23 18:04:33,43.5,33.0
2025-03-23 18:04:35,43.5,33.0
2025-03-23 18:04:37,43.5,33.0
2025-03-23 18:04:39,43.5,33.0
2025-03-23 18:04:41,43.5,33.0
2025-03-23 18:04:43,43.5,33.0
2025-03-23 18:04:45,43.4,33.0
2025-03-23 18:04:48,43.4,33.0
2025-03-23 18:04:50,43.3,33.0
2025-03-23 18:04:52,43.3,33.0
2025-03-23 18:04:54,43.3,34.0
2025-03-23 18:04:56,43.3,34.0
2025-03-23 18:04:58,43.3,34.0
2025-03-23 18:05:00,43.3,34.0
2025-03-23 18:05:02,43.2,34.0
2025-03-23 18:05:04,43.2,34.0
2025-03-23 18:05:06,43.2,34.0
2025-03-23 18:05:08,43.2,34.0
2025-03-23 18:05:10,43.1,34.0
2025-03-23 18:05:12,43.1,34.0
2025-03-23 18:05:14,43.1,34.0
2025-03-23 18:05:16,43.1,34.0
2025-03-23 18:05:18,43.1,34.0
2025-03-23 18:05:20,43.0,34.0
2025-03-23 18:05:22,43.0,34.0
2025-03-23 18:05:24,43.0,34.0
2025-03-23 18:05:26,43.0,34.0
2025-03-23 18:05:28,42.9,33.0
2025-03-23 18:05:30,42.9,33.0
2025-03-23 18:05:32,42.9,33.0
2025-03-23 18:05:34,42.9,33.0
2025-03-23 18:05:47,42.9,33.0
2025-03-23 18:05:47,42.9,33.0
2025-03-23 18:05:47,42.8,33.0
2025-03-23 18:05:47,42.8,33.0
2025-03-23 18:05:47,42.8,33.0
2025-03-23 18:05:47,42.8,33.0
2025-03-23 18:05:48,42.8,33.0
2025-03-23 18:05:50,42.8,33.0
2025-03-23 18:05:52,42.7,34.0
2025-03-23 18:05:54,42.7,34.0
2025-03-23 18:05:56,42.7,34.0
2025-03-23 18:05:58,42.7,34.0
2025-03-23 18:06:00,42.6,34.0
2025-03-23 18:06:02,42.6,34.0
2025-03-23 18:06:04,42.6,34.0
2025-03-23 18:06:07,42.6,34.0
2025-03-23 18:06:09,42.7,34.0
2025-03-23 18:06:11,42.7,34.0
2025-03-23 18:06:13,42.7,34.0
2025-03-23 18:06:15,42.8,33.0
2025-03-23 18:06:17,42.8,33.0
2025-03-23 18:06:19,42.8,33.0
2025-03-23 18:06:21,42.8,33.0
2025-03-23 18:06:23,42.9,33.0
2025-03-23 18:06:25,42.9,33.0
2025-03-23 18:06:27,42.9,33.0
2025-03-23 18:06:29,43.0,34.0
2025-03-23 18:06:31,43.0,34.0
2025-03-23 18:06:33,43.0,34.0
2025-03-23 18:06:35,43.0,34.0
2025-03-23 18:06:37,43.0,34.0
2025-03-23 18:06:39,43.0,34.0
2025-03-23 18:06:41,43.0,34.0
2025-03-23 18:06:43,43.1,34.0
2025-03-23 18:06:45,43.0,34.0
2025-03-23 18:06:47,43.1,34.0
2025-03-23 18:06:49,43.1,34.0
2025-03-23 18:06:51,43.0,34.0
2025-03-23 18:06:53,43.0,34.0
2025-03-23 18:06:55,43.0,34.0
2025-03-23 18:06:57,43.0,34.0
2025-03-23 18:06:59,43.0,34.0
2025-03-23 18:07:01,43.0,34.0
2025-03-23 18:07:03,43.0,34.0
2025-03-23 18:07:05,43.0,34.0
2025-03-23 18:07:07,43.0,34.0
2025-03-23 18:07:09,43.0,34.0
2025-03-23 18:07:11,43.0,34.0
2025-03-23 18:07:13,42.9,33.0
2025-03-23 18:07:15,42.9,33.0
2025-03-23 18:07:17,42.9,33.0
2025-03-23 18:07:19,42.9,33.0
2025-03-23 18:07:21,42.9,33.0
2025-03-23 18:07:24,42.8,33.0
2025-03-23 18:07:26,42.8,33.0
2025-03-23 18:07:28,42.8,33.0
2025-03-23 18:07:30,42.8,33.0
2025-03-23 18:07:32,42.8,33.0
2025-03-23 18:07:34,42.7,33.0
2025-03-23 18:07:36,42.7,33.0
